player.id,age
990408,26
832868,28
818406,29
989236,26
1638685,22
1914576,17
847151,28
1172773,31
865500,27
795282,31
843114,29
1119345,21
892141,25
838629,29
15497,41
770253,31
840519,30
889785,27
944068,26
850404,30
757770,30
1023088,23
815637,28
905257,25
192442,35
1595162,23
40859,37
296438,32
884944,32
825838,27
1177177,23
803021,27
825845,26
1136642,22
74545,34
788971,29
97409,32
1092638,24
1469336,23
798178,30
916926,24
252885,33
1049270,24
895013,27
925930,28
227196,29
1004277,22
825849,26
896215,26
796142,31
1036004,26
1199057,24
877977,25
1002033,23
973437,25
1394342,22
858977,29
843754,28
359226,29
971037,24
593526,31
2087085,19
1086223,22
1888002,20
1568123,20
979315,23
1188191,22
305282,35
1131009,24
826201,27
831781,30
1013842,29
848287,26
978285,25
191188,31
1030459,25
1110842,24
930245,25
588618,39
822729,27
1187275,22
979480,24
1002837,24
879802,26
987650,24
1002524,24
1116571,23
937937,25
106456,36
881844,28
1431770,26
805465,28
881848,29
804770,28
923237,25
925484,30
1106546,21
978518,26
1145126,22
925740,27
1464025,19
1122552,23
1020197,23
1464642,21
8959,40
259117,31
227672,30
142622,33
293519,30
907463,25
1142251,22
856076,28
1010231,23
1019322,23
836705,27
901882,25
1014286,25
794298,30
980628,23
48480,35
40244,36
584722,29
799046,30
184661,31
990201,25
327755,29
1418623,20
980623,24
905351,23
873221,26
790989,29
873106,27
905347,26
871886,27
794338,30
905352,26
790965,28
832420,28
985823,27
386958,35
831860,29
783278,33
942213,29
34639,39
831923,27
1100230,27
1171902,23
804434,27
1020422,24
1028307,25
1499696,21
925910,26
1391315,21
978728,28
965263,26
1157713,27
834308,27
980916,27
143334,32
1036269,22
1383695,24
979232,24
804508,28
823941,26
1391251,20
1021272,24
319847,32
360718,31
918517,25
561430,27
22596,37
542038,29
875360,27
227894,31
796987,27
1022820,28
1099794,28
1173223,23
572286,29
1198374,29
826202,27
879618,28
591706,31
1000809,30
919027,32
1006147,25
1113488,22
149479,32
1009386,23
1991585,29
1008597,26
919225,32
945204,27
919198,30
957143,24
359312,30
2018130,24
845271,31
2018330,22
976251,24
1606568,21
1872950,18
1130946,26
994363,23
759520,30
962012,26
151545,35
149663,31
904897,24
795222,29
893549,28
803039,27
910048,24
862967,27
803033,28
851596,27
917005,24
138833,32
875136,27
1012928,23
171919,33
1153079,20
959628,26
998247,25
856739,26
959805,25
845798,28
100389,35
252215,34
991709,26
989801,26
805427,35
220833,33
805137,29
1546739,21
1065588,23
546416,30
1105836,24
789453,35
973556,22
986233,25
1167312,31
877452,30
333275,33
1015261,25
840027,38
339135,33
339447,34
883206,26
988656,24
788936,31
1015733,26
333261,30
979861,26
1177240,23
1155423,22
